0,0
10,36
20,125
30,244
40,379
50,523
60,671
70,823
80,976
90,1128
100,1279
110,1430
120,1579
130,1726
140,1872
150,2017
160,2160
170,2301
180,2441
190,2579
200,2715
210,2851
220,2985
230,3118
240,3249
250,3379
260,3508
270,3635
280,3760
290,3885
300,4007
310,4129
320,4248
330,4367
340,4483
350,4599
360,4713
370,4827
380,4938
390,5049
400,5158
410,5266
420,5373
430,5478
440,5583
450,5686
460,5787
470,5889
480,5988
490,6087
500,6184
510,6280
520,6376
530,6470
540,6563
550,6656
560,6748
570,6838
580,6927
590,7015
600,7103
610,7189
620,7273
630,7358
640,7441
650,7523
660,7604
670,7685
680,7765
690,7844
700,7923
710,8000
720,8076
730,8153
740,8227
750,8301
760,8374
770,8446
780,8517
790,8587
800,8658
810,8727
820,8796
830,8863
840,8930
850,8997
860,9062
870,9126
880,9191
890,9254
900,9316
910,9378
920,9440
930,9501
940,9562
950,9621
960,9681
970,9739
980,9797
990,9853
1000,9910
1010,9966
1020,10021
1030,10075
1040,10128
1050,10182
1060,10235
1070,10288
1080,10339
1090,10389
1100,10440
1110,10490
1120,10540
1130,10588
1140,10636
1150,10684
1160,10731
1170,10778
1180,10825
1190,10870
1200,10916
1210,10961
1220,11005
1230,11050
1240,11093
1250,11136
1260,11179
1270,11222
1280,11263
1290,11306
1300,11346
1310,11385
1320,11426
1330,11466
1340,11505
1350,11543
1360,11583
1370,11620
1380,11656
1390,11694
1400,11731
1410,11767
1420,11803
1430,11840
1440,11873
1450,11908
1460,11943
1470,11978
1480,12011
1490,12044
1500,12078
1510,12111
1520,12142
1530,12173
1540,12206
1550,12238
1560,12268
1570,12298
1580,12330
1590,12359
1600,12387
1610,12415
1620,12446
1630,12477
1640,12504
1650,12531
1660,12559
1670,12588
1680,12615
1690,12640
1700,12666
1710,12692
1720,12720
1730,12746
1740,12770
1750,12796
1760,12822
1770,12850
1780,12874
1790,12898
1800,12923
1810,12949
1820,12977
1830,13002
1840,13027
1850,13052
1860,13078
1870,13106
1880,13131
1890,13155
1900,13179
1910,13205
1920,13233
1930,13259
1940,13283
1950,13308
1960,13334
1970,13361
1980,13386
1990,13410
2000,13434
2010,13460
2020,13488
2030,13514
2040,13538
2050,13563
2060,13589
2070,13616
2080,13641
2090,13666
2100,13690
2110,13716
2120,13744
2130,13770
2140,13794
2150,13819
2160,13845
2170,13873
2180,13897
2190,13921
2200,13946
2210,13972
2220,13999
2230,14025
2240,14049
2250,14075
2260,14101
2270,14128
2280,14153
2290,14177
2300,14202
2310,14228
2320,14255
2330,14281
2340,14305
2350,14330
2360,14356
2370,14384
2380,14409
2390,14433
2400,14458
2410,14483
2420,14511
2430,14537
2440,14561
2450,14586
2460,14612
2470,14640
2480,14665
2490,14689
2500,14713
2510,14739
2520,14767
2530,14793
2540,14817
2550,14842
2560,14868
2570,14896
2580,14921
2590,14945
2600,14970
2610,14996
2620,15023
2630,15049
2640,15074
2650,15099
2660,15125
2670,15153
2680,15178
2690,15202
2700,15227
2710,15253
2720,15280
2730,15306
2740,15331
2750,15356
2760,15382
2770,15409
2780,15434
2790,15458
2800,15482
2810,15508
2820,15535
2830,15561
2840,15585
2850,15611
2860,15636
2870,15664
2880,15689
2890,15713
2900,15737
2910,15763
2920,15790
2930,15816
2940,15841
2950,15866
2960,15892
2970,15919
2980,15945
2990,15969
3000,15994
3010,16020
3020,16048
3030,16073
3040,16098
3050,16123
3060,16149
3070,16176
3080,16201
3090,16225
3100,16250
3110,16276
3120,16304
3130,16330
3140,16354
3150,16379
3160,16405
3170,16432
3180,16457
3190,16481
3200,16506
3210,16532
3220,16560
3230,16585
3240,16610
3250,16635
3260,16660
3270,16688
3280,16713
3290,16737
3300,16761
3310,16787
3320,16815
3330,16841
3340,16865
3350,16891
3360,16917
3370,16944
3380,16969
3390,16993
3400,17018
3410,17027
3420,17020
3430,17008
3440,16991
3450,16987
3460,16999
3470,17018
3480,17024
3490,17018
3500,17006
3510,16988
3520,16984
3530,16990
3540,17005
3550,17007
3560,16994
3570,16997
3580,17013
3590,17017
3600,17005
3610,16988
3620,16984
3630,16990
3640,17005
3650,17007
3660,16994
3670,16998
3680,17014
3690,17018
3700,17006
3710,16989
3720,16985
3730,16991
3740,17006
3750,17009
3760,16996
3770,16999
3780,17016
3790,17018
3800,17006
3810,16989
3820,16985
3830,16991
3840,17004
3850,17008
3860,16998
3870,17001
3880,17003
3890,16996
3900,17001
3910,17003
3920,16995
3930,17000
3940,17008
3950,17000
3960,16990
3970,16991
3980,17005
3990,17008
4000,16995
4010,16998
4020,17015
4030,17017
4040,17005
4050,16988
4060,16983
4070,16989
4080,17001
4090,17005
4100,16996
4110,17001
4120,17002
4130,16995
4140,17000
4150,17008
4160,17001
4170,16991
4180,16990
4190,17004
4200,17006
4210,16994
4220,16997
4230,17013
4240,17017
4250,17005
4260,16988
4270,16984
4280,16990
4290,17004
4300,17007
4310,16995
4320,16998
4330,17014
4340,17018
4350,17006
4360,16989
4370,16984
4380,16990
4390,17005
4400,17008
4410,16995
4420,16998
4430,17015
4440,17017
4450,17004
4460,16987
4470,16982
4480,16988
4490,17001
4500,17011
4510,17003
4520,16989
4530,16986
4540,16993
4550,17011
4560,17012
4570,16997
4580,16997
4590,17012
4600,17013
4610,16999
4620,16997
4630,17011
4640,17010
4650,16995
4660,16995
4670,17010
4680,17011
4690,16997
4700,16995
4710,17009
4720,17009
4730,16993
4740,16993
4750,17008
4760,17009
4770,16995
4780,16993
4790,17007
4800,17006
4810,16991
4820,16991
4830,17006
4840,17007
4850,16993
4860,16991
4870,17005
4880,17005
4890,16989
4900,16990
4910,17005
4920,17006
4930,16992
4940,16990
4950,17004
4960,17003
4970,16988
